Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Masks,Moderna Submits Amendment to the Emergency Use Authorization for an Additional Booster Dose of its COVID-19 Vaccine in the U.S.,"Real-world evidence continues to confirm the effectiveness and robust safety profile of the Moderna COVID-19 vaccine. Clinical trials are ongoing for Moderna's Omicron-specific booster (mRNA-1273.529) and a bivalent Omicron-specific booster (mRNA-1273.214). INDICATION (U.S.) SPIKEVAX (COVID-19 Vaccine, mRNA) is a vaccine indicated for active immunization to prevent coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 18 years of age and older. IMPORTANT SAFETY INFORMATION ADVERTISEMENT Do not administer to individuals with a known history of severe allergic reaction (e.g., anaphylaxis) to any component of the vaccine.",2022-03-18,apnews.com,Global,Moderna,MRNA,0.0,0.2583333333333333,0.12916666666666665,0.06956825396825397,positive,positive,2022-03-17,2022-03-19,0.09731174843674842,0.15780804843304844
Covid19,Russian Health Ministry Registers FMBA-Developed COVID-19 Vaccine,"The trials were conducted on 200 volunteers, aged from 18 to 60 years.Unlike the five other vaccines, Sputnik V, Sputnik Light, EpiVacCorona, EpiVacCorona-N and KoviVac, authorized earlier by the Health Ministry, Convasel elicits other virus-neutralizing antibodies against SARS-Cov-2.The virus consists of 4 structural proteins: S-protein (spike), N-protein (or nucleocapsid protein), M-membrane protein and E-shell protein. Previously developed vaccines prompt an immune response against the S-protein, which is located on the surface of the coronavirus and resembles spikes or a crown.""First-generation vaccines, whose action is mainly aimed at generating virus-neutralizing antibodies against S-protein epitopes, have played a huge role in containing the coronavirus infection epidemic,"" FMBA hea",2022-03-19,sputniknews.com,Global,,,0.0,0.09074074074074073,0.045370370370370366,0.15780804843304844,positive,positive,2022-03-18,2022-03-20,0.06956825396825397,0.07953598484848486
Masks,Canada's chief health officer calls for getting third dose of COVID-19 vaccine," Ottawa [Canada], March 19 (ANI/Xinhua): Canada's chief public health officer on Friday called for more people to get a booster to make the public health system more resilient as the country began to lift COVID-19 restriction measures, such as limits on social gatherings and mask mandates. Speaking at a press conference, Theresa Tam said that COVID-19 policies may soon shift from ""an emphasis on requirements to recommendations"" and that it's critically important that more people, especially those 50 years of age or older, get a booster dose. ""We're in a period of uncertainty where the virus is still undergoing evolution, so getting up to date with vaccines and wearing a mask is really a good idea,"" Tam said, adding that it would be difficult to expand vaccine mandates to cover the third do",2022-03-19,news.webindia123.com,Global,,,0.0,0.1769230769230769,0.08846153846153845,0.15780804843304844,positive,positive,2022-03-18,2022-03-20,0.06956825396825397,0.07953598484848486
Covid19,House passes bill to ban COVID-19 vaccine requirements,"BOISE — Despite opposition from some Idaho businesses, the Idaho House on Friday gave final passage to the ""Coronavirus Pause Act,"" sending legislation to the governor's desk to impose a one-year ban on COVID-19 vaccine requirements by businesses, venues or employers in the state. The House vote was 45-23 in favor of SB 1381, which had earlier passed the Senate. The only exceptions allowed in the bill are for health care workers subject to federal law, existing contractual arrangements, and employees who are required to travel out of state or enter specific work areas where vaccines are required.",2022-03-19,kpvi.com,Global,,,0.0,-0.03333333333333333,-0.016666666666666666,0.15780804843304844,negative,positive,2022-03-18,2022-03-20,0.06956825396825397,0.07953598484848486
Covid19,COVID-19 Vaccine Development Building On A Legacy Of Innovation,"While vaccine development for clinical indications during the mid-20th century primarily took place in public health departments and research institutions, these efforts gave way to the more modern (and largely private) efforts of pharmaceutical companies over time. Today, though, the global demands of the COVID-19 pandemic are bringing public and private forces together again. 1 The efforts to identify, manufacture, and distribute a safe and effective vaccine – in terms of research, inter-enterprise collaboration, and public funding – harken back to the early days of polio vaccine development, but when confronting a novel virus, this precedent appears to light the path that will lead most rapidly to success.",2022-03-19,clinicalleader.com,Global,,,0.0,0.21875,0.109375,0.15780804843304844,positive,positive,2022-03-18,2022-03-20,0.06956825396825397,0.07953598484848486
Masks,Mandates Falling But COVID-19 Vaccines Still Best to Fight Death,"We also must work to ensure everyone has equitable access to vaccines and treatments by focusing efforts on reaching people who have been disproportionately affected, so that they can be protected from the effects of the virus, including severe illness, hospitalization, and death. The US Department of Health and Human Services urges American citizens to be cognizant of the fact that there are tools to protect against COVID-19 in the form of vaccines, boosters, treatments, tests, and regardless of the trend to drop mandates for mask wearing, masks still do protect against the spread of COVID-19 and decrease the risk of the most severe and possibly lethal outcomes.",2022-03-19,eturbonews.com,Global,,,1.0,0.125,0.5625,0.15780804843304844,positive,positive,2022-03-18,2022-03-20,0.06956825396825397,0.07953598484848486
Cases,CovidNow: 34.9pc of children in Malaysia given Covid-19 vaccine | Malaysia,"Yesterday, a total of 40,418 doses were administered with 18,273 as first doses, 1,709 as second doses and 20,436 as booster doses, bringing the cumulative total vaccine doses dispensed under the National Covid-19 Immunisation Programme (PICK) to 68,418,688. Meanwhile, according to the Health Ministry's GitHub portal, a total of 85 deaths due to Covid-19 were recorded yesterday with Johor reporting the highest number at 18 cases, followed by Perak with 17 cases, Selangor (15), Kedah (10) and Penang (five). Pahang and Melaka reported four cases each, Kuala Lumpur and Kelantan (three cases each), Sabah and Sarawak (two cases each) while Terengganu and Putrajaya each recorded one case. — Bernama",2022-03-20,malaymail.com,Global,,,0.0,0.020833333333333332,0.010416666666666666,0.07953598484848486,positive,positive,2022-03-19,2022-03-21,0.15780804843304844,0.06335281385281386
Covid19,South Africa: New Code of Practice for Covid-19 Vaccination in the Workplace Set to Come Into Effect," The new rules will replace current coronavirus directions when the National State of Disaster lapses. The recently gazetted ""code of practice"" for managing exposure to Covid in the workplace requires workers to disclose their vaccination status and produce a certificate if they are asked to do so. Every employee has to comply with the risk assessment plan.",2022-03-20,allafrica.com,Global,,,0.13636363636363635,0.04545454545454545,0.0909090909090909,0.07953598484848486,positive,positive,2022-03-19,2022-03-21,0.15780804843304844,0.06335281385281386
Masks,Inhalable aerogel shows promise for transmission-blocking COVID-19 vaccine,"Previously, the team had developed and patented a gel-like material, called an ""aerogel,"" as a vehicle for delivering antimicrobials to the lungs to treat bacterial respiratory infections, particularly tuberculosis. ""When the pandemic started, we decided to develop an inhalable formulation for COVID-19 by combining our aerogel with a nucleic acid-encoded antigen — specifically, DNA that encodes the SARS-CoV-2 proteins,"" said Medina. The researchers developed their COVID-19 formulation, which they call CoMiP (coronavirus mimetic particle), to target alveolar macrophages — immune cells in the respiratory tract that ingest foreign particles. ""Alveolar macrophages represent attractive targets for inhalable vaccines because they are abundant within the lungs, and previous evidence has suggested",2022-03-20,psu.edu,,,,0.0,0.16354166666666667,0.08177083333333333,0.07953598484848486,positive,positive,2022-03-19,2022-03-21,0.15780804843304844,0.06335281385281386
Testing,"CDC awards $1,497,451 to expand Micronesia's COVID-19 vaccine programs","These awards are part of ongoing efforts by CDC and the U.S. Department of Health and Human Services (HHS) to increase public education, awareness, and access to COVID-19 vaccines and strengthen health equity. • Last week, HHS launched the COVID-19 Community Corps – a nationwide, grassroots network of community leaders people know and trust, to encourage Americans to get vaccinated. Community Corps members will receive weekly updates on the latest scientific and medical updates, talking points about the vaccine, social media suggestions, infographics, factsheets with timely and accurate information, and tools to help people get registered for an appointment and vaccinated. The Community Corps launched on Thursday, April 1 with over 275 founding members, and as of Friday, April 2, more than",2022-03-20,kpress.info,,,,0.0,0.17916666666666667,0.08958333333333333,0.07953598484848486,positive,positive,2022-03-19,2022-03-21,0.15780804843304844,0.06335281385281386
Quarantine,Tailored Dedicated Support Expedites COVID-19 Vaccine Trial,"By Tyler Bye and Patrick McNamara, WCG ThreeWire Covid-19-iStock-1219867153 As COVID-19 spread around the world, the accompanying lockdowns and travel restrictions brought many challenges for clinical trials. At the same time, there was an urgent effort to develop and test vaccines and therapeutics.",2022-03-20,clinicalleader.com,Global,,,0.0,0.25,0.125,0.07953598484848486,positive,positive,2022-03-19,2022-03-21,0.15780804843304844,0.06335281385281386
Testing,Trinity nuclear test site to reopen with COVID-19 vaccine requirement,"Trinity historical nuclear test site to reopen with vaccine requirement for visitors Algernon D'Ammassa| Las Cruces Sun-News View Gallery: Trinity Site photo gallery The Trinity Site, where the first nuclear weapon was detonated in 1945, will hold an open house on two dates in 2022. The semi-annual opening of the site, on White Sands Missile Range southeast of Socorro, are free to public and allow visitors to see testing facilities and the range where the U.S. developed its first nuclear weapon via the Manhattan Project, including the detonation site which is marked by an obelisk. Visitors 5 years old and up will be required to show proof of a primary course of COVID-19 vaccination, either two doses of the Pfizer-BioNTech or Moderna vaccines, or the single-dose Johnson and Johnson vaccine.",2022-03-21,ruidosonews.com,Global,"Moderna, Pfizer",,0.0,0.14545454545454548,0.07272727272727274,0.06335281385281386,positive,positive,2022-03-20,2022-03-22,0.07953598484848486,0.12411580086580085
